FrontDoor Entry,ON,Enter_Home
FrontDoor Entry,OFF,Enter_Home
FrontDoor Entry,ON,Enter_Home
FrontDoor Front,Door,CLOSE Enter_Home
FrontDoor Entry,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
GuestRoom Hall,ON O,Other_Activity
GuestRoom Hall,OFF,Other_Activity
DiningRoom Dini,ngRo,ONN Other_Activity
DiningRoom Dini,ngRo,ONFF Other_Activity
DiningRoom Dini,ngRo,ONN Other_Activity
DiningRoom Dini,ngRo,ONFF Other_Activity
DiningRoom Dini,ngRo,ONN Other_Activity
DiningRoom Dini,ngRo,ONFF Other_Activity
DiningRoom Dini,ngRo,ONN Other_Activity
DiningRoom Dini,ngRo,ONFF Other_Activity
LivingRoom Loun,geCh,air ON Other_Activity
LivingRoom Loun,geCh,air OFF Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LivingRoom Livi,ngRo,ONN Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LivingRoom Livi,ngRo,ONFF Other_Activity
GuestRoom Hall,ON O,Other_Activity
GuestRoom Hall,OFF,Other_Activity
FrontDoor Entry,ON,Other_Activity
FrontDoor Front,Door,Leave_Home
Kitchen Kitchen,ON,Leave_Home
FrontDoor Entry,OFF,Leave_Home
Kitchen Kitchen,OFF,Leave_Home
FrontDoor Entry,ON,Leave_Home
FrontDoor Entry,OFF,Leave_Home
FrontDoor Front,Door,Leave_Home
FrontDoor Front,Door,Enter_Home
FrontDoor Entry,ON,Enter_Home
FrontDoor Entry,OFF,Enter_Home
FrontDoor Entry,ON,Enter_Home
FrontDoor Front,Door,CLOSE Enter_Home
FrontDoor Entry,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,Cabi,net OPEN Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,Cabi,net CLOSE Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
GuestRoom Hall,ON C,ook
GuestRoom Hall,OFF,Cook
GuestRoom Hall,ON C,ook
GuestRoom Hall,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Refrige,rato,r OPEN Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Refrige,rato,r CLOSE Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Refrige,rato,r OPEN Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Refrige,rato,r CLOSE Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
GuestRoom Hall,ON C,ook
GuestRoom Hall,OFF,Cook
GuestRoom Hall,ON C,ook
GuestRoom Hall,OFF,Cook
GuestRoom Hall,ON C,ook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
GuestRoom Hall,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,Cabi,net OPEN Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,Cabi,net CLOSE Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,Cabi,net OPEN Cook
Kitchen Kitchen,Cabi,net CLOSE Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
GuestRoom Hall,ON O,Other_Activity
GuestRoom Hall,OFF,Other_Activity
DiningRoom Dini,ngRo,ONN Other_Activity
DiningRoom Dini,ngRo,ONFF Other_Activity
DiningRoom Dini,ngRo,ONN Other_Activity
DiningRoom Dini,ngRo,ONFF Other_Activity
DiningRoom Dini,ngRo,ONN Other_Activity
LoungeChair Lou,ngeC,Other_Activity
DiningRoom Dini,ngRo,ONFF Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LivingRoom Livi,ngRo,ONN Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LivingRoom Couc,h ON,Other_Activity
LivingRoom Livi,ngRo,ONFF Other_Activity
LivingRoom Couc,h OF,F Other_Activity
LivingRoom Livi,ngRo,ONN Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LivingRoom Livi,ngRo,ONFF Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LivingRoom Livi,ngRo,ONN Other_Activity
LivingRoom Couc,h ON,Other_Activity
LivingRoom Livi,ngRo,ONFF Other_Activity
LivingRoom Couc,h OF,F Other_Activity
LivingRoom Couc,h ON,Other_Activity
LivingRoom Couc,h OF,F Other_Activity
LivingRoom Couc,h ON,Other_Activity
LivingRoom Couc,h OF,F Other_Activity
LivingRoom Couc,h ON,Other_Activity
LivingRoom Couc,h OF,F Other_Activity
LivingRoom Couc,h ON,Other_Activity
LivingRoom Couc,h OF,F Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
GuestRoom Hall,ON O,Other_Activity
LivingRoom Livi,ngRo,ONN Other_Activity
GuestRoom Hall,OFF,Other_Activity
LivingRoom Livi,ngRo,ONFF Other_Activity
GuestRoom Hall,ON O,Other_Activity
Kitchen Kitchen,ON,Other_Activity
GuestRoom Hall,OFF,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Refrige,rato,r OPEN Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,ON,Other_Activity
Kitchen Refrige,rato,r CLOSE Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,Cabi,net OPEN Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,Cabi,net CLOSE Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Refrige,rato,r OPEN Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Cook
Kitchen Refrige,rato,r CLOSE Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,OFF,Cook
Kitchen MedCabi,net,OPEN Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen MedCabi,net,CLOSE Take_Medicine
Kitchen MedCabi,net,OPEN Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen MedCabi,net,CLOSE Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Freezer,OPE,N Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Freezer,CLO,SE Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,Cabi,net OPEN Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,Cabi,net CLOSE Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Refrige,rato,r OPEN Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Refrige,rato,r CLOSE Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,OFF,Take_Medicine
Kitchen Kitchen,ON,Cook
Kitchen Kitchen,ON,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
GuestRoom Hall,ON O,Other_Activity
Kitchen Kitchen,OFF,Other_Activity
GuestRoom Hall,OFF,Other_Activity
LivingRoom Livi,ngRo,ONN Other_Activity
LivingRoom Livi,ngRo,ONFF Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LivingRoom Loun,geCh,air ON Other_Activity
LoungeChair Lou,ngeC,Other_Activity
LivingRoom Loun,geCh,air OFF Other_Activity
GuestRoom Hall,ON O,Other_Activity
LivingRoom Livi,ngRo,ONN Other_Activity
GuestRoom Hall,OFF,Other_Activity
GuestRoom Hall,ON O,Other_Activity
LivingRoom Livi,ngRo,ONFF Other_Activity
FrontDoor Entry,ON,Other_Activity
GuestRoom Hall,OFF,Other_Activity
FrontDoor Front,Door,Leave_Home
Kitchen Kitchen,ON,Leave_Home
FrontDoor Entry,OFF,Leave_Home
Kitchen Kitchen,OFF,Leave_Home
FrontDoor Entry,ON,Leave_Home
FrontDoor Entry,OFF,Leave_Home
FrontDoor Front,Door,Leave_Home
FrontDoor Front,Door,Enter_Home
FrontDoor Entry,ON,Enter_Home
FrontDoor Entry,OFF,Enter_Home
FrontDoor Entry,ON,Enter_Home
FrontDoor Front,Door,CLOSE Enter_Home
FrontDoor Entry,OFF,Other_Activity
Kitchen Kitchen,ON,Other_Activity
GuestRoom Hall,ON O,Other_Activity
ClosetDoor Clos,et O,PEN Other_Activity
Kitchen Kitchen,OFF,Other_Activity
GuestRoom Hall,OFF,Other_Activity
ClosetDoor Clos,et C,LOSE Other_Activity
GuestRoom Hall,ON O,Other_Activity
GuestRoom Hall,OFF,Other_Activity
DiningRoom Dini,ngRo,ONN Other_Activity
DiningRoom Dini,ngRo,ONFF Other_Activity
LivingRoom Loun,geCh,air ON Other_Activity
LivingRoom Loun,geCh,air OFF Other_Activity
