MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc
1.472666334,106.2146792,6485.177385,1.837687495,117.681557,7785.150425,2.901844877,121.0309022,7819.739781,8.000491773,115.2435051,10825.57325,20.30130256,208.4243586,40382.5519,1.472666334,106.2146792,6485.177385,1.837687495,117.681557,7785.150425,2.901844877,121.0309022,7819.739781,8.000491773,115.2435051,10825.57325,20.30130256,208.4243586,40382.5519,1.304265715,112.1816999,83.73257147,147.3429463,7035.427915,-567.9446384,-0.280664311,1.494273604,130.9378681,92.91911444,162.9685662,8985.79123,-731.5755525,-0.157786969,2.18060417,141.1208922,93.70874173,223.2151439,93820.93309,-1498.212641,-0.052311697,5.811009568,110.2848309,73.25104794,340.7444984,241827.831,-10523.25725,-0.292170706,7.586293637,103.2256001,66.86303225,323.1542869,231372.6048,-5985.548104,-0.186124024,1.304265715,0.895882527,1.003543711,1.494273604,1.120625043,1.249531234,2.18060417,1.669649222,13055.0386,5.811009568,10551365.33,1.58E+16,7.586293637,144105758,1.96E+17,1.304265715,112.1816999,83.73257147,147.3429463,7035.427915,-567.9446384,-0.280664311,1.494273604,130.9378681,92.91911444,162.9685662,8985.79123,-731.5755525,-0.157786969,2.18060417,141.1208922,93.70874173,223.2151439,93820.93309,-1498.212641,-0.052311697,5.77028727,110.5409017,73.44539544,342.728673,243280.5071,-10845.36186,-0.299418899,6.86021572,106.3188064,69.59789343,351.3181567,252420.5075,-10099.3483,-0.288851699
2.469791275,89.93205663,4249.054252,2.835534044,99.45516432,5649.349779,3.900710948,106.9229863,6392.381794,9.00017909,109.7721134,9862.250089,21.30122322,201.738153,39394.33952,2.469791275,89.93205663,4249.054252,2.835534044,99.45516432,5649.349779,3.900710948,106.9229863,6392.381794,9.00017909,109.7721134,9862.250089,21.30122322,201.738153,39394.33952,2.301719421,92.1176993,67.00091742,132.7059929,4526.956721,-533.9086726,-0.329732566,2.492522575,104.8847969,78.63259454,142.8805406,6665.559718,-793.0908603,-0.202133061,3.179752074,117.4961282,85.06628507,209.0818844,93688.95028,-187.4913246,-0.007211559,6.810782456,103.782666,69.45184293,338.6958976,241816.409,-8302.603755,-0.243125696,8.586263987,98.89011724,63.97330079,321.7956244,231365.6082,-4779.380292,-0.155330738,2.301719421,0.506904332,0.764501702,2.492522575,0.671256522,1.049607501,3.179752074,1.144738687,8949.96104,6.810782456,9002150.477,1.35E+16,8.586263987,127322468.1,1.75E+17,2.301719421,92.1176993,67.00091742,132.7059929,4526.956721,-533.9086726,-0.329732566,2.492522575,104.8847969,78.63259454,142.8805406,6665.559718,-793.0908603,-0.202133061,3.179752074,117.4961282,85.06628507,209.0818844,93688.95028,-187.4913246,-0.007211559,6.770061749,103.9618034,69.62186471,340.6636302,243268.9928,-8561.92356,-0.24935922,7.860188908,101.1893106,66.39365155,349.7999932,252412.5216,-8255.899081,-0.247522961
1.000113534,379.9670712,10.03284819,1.007081311,378.0273439,589.2506232,1.529220544,285.4956681,19088.1169,8.370559287,142.0552474,16365.64558,21.87995088,209.885422,38979.83216,1.000113534,379.9670712,10.03284819,1.007081311,378.0273439,589.2506232,1.529220544,285.4956681,19088.1169,8.370559287,142.0552474,16365.64558,21.87995088,209.885422,38979.83216,1.000105808,379.9695431,3.040068211,391.7933941,584.1214222,4.29E-05,5.84E-07,1.006224692,378.2980864,22.44048779,390.5425335,2540.223506,0.131141133,0.000117118,1.431406004,300.8849578,129.188729,347.0470459,94888.37005,-634.4620296,-0.016068912,6.577586333,145.7763883,118.0090979,353.828807,242169.0453,-13351.64186,-0.230101531,9.416454232,128.7431676,105.6349643,332.1866521,231598.3873,-10182.3113,-0.200411785,1.000105808,2.881544866,0.000677522,1.006224692,2.868121315,0.036534768,1.431406004,2.358270997,2698.029987,6.577586333,7633540.908,1.14E+16,9.416454232,113801193.3,1.58E+17,1.000105808,379.9695431,3.040068211,391.7933941,584.1214222,4.29E-05,5.84E-07,1.006224692,378.2980864,22.44048779,390.5425335,2540.223506,0.131141133,0.000117118,1.431406004,300.8849578,129.188729,347.0470459,94888.37005,-634.4620296,-0.016068912,6.544238732,146.1421406,118.1978205,355.8105923,243621.6095,-13645.23336,-0.234083733,8.704738673,133.2190704,108.6556331,360.3721401,252650.0194,-14737.15805,-0.269984708
1.002656991,603.406324,132.6771052,1.028685932,597.6985274,1400.68378,1.467022996,502.6049655,28090.4576,8.434320688,196.8248927,36726.11858,22.62195824,227.3071931,43819.39085,1.002656991,603.406324,132.6771052,1.028685932,597.6985274,1400.68378,1.467022996,502.6049655,28090.4576,8.434320688,196.8248927,36726.11858,22.62195824,227.3071931,43819.39085,1.00265697,603.4063351,11.51829254,607.0051807,132.6710666,-6.07E-06,-2.97E-06,1.028661532,597.7112818,37.33441919,601.3512798,1393.877605,-0.042283281,-0.000421214,1.437150497,511.7988759,156.5987202,519.1434889,31747.57523,-985.6127587,-0.044324799,6.841889947,212.7496392,195.1769242,345.5880512,208403.0502,-27824.13427,-0.314942183,10.30542218,174.8603305,172.8196931,325.137231,209232.8613,-24539.00617,-0.312021061,1.00265697,1.714332242,0.003621612,1.028661532,1.743465356,0.037270534,1.437150497,1.908046747,820.771728,6.841889947,6517834.684,9.77117E+15,10.30542218,102758347.1,1.44E+17,1.00265697,603.4063351,11.51829254,607.0051807,132.6710666,-6.07E-06,-2.97E-06,1.028661532,597.7112818,37.33441919,601.3512798,1393.877605,-0.042283281,-0.000421214,1.437150497,511.7988759,156.5987202,519.1434889,31747.57523,-985.6127587,-0.044324799,6.812272241,213.3528807,195.3857457,346.9753387,209474.1395,-28191.51074,-0.317927128,9.602098655,182.2480324,176.7896491,346.8687392,226362.8951,-31087.10311,-0.371373273
1.008979018,603.9947168,1.183817061,1.060747536,603.6391234,82.35903338,1.571284196,567.1350071,12591.96889,8.675234238,243.7602372,49400.65191,23.40961262,243.3985661,47750.10841,1.008979018,603.9947168,1.183817061,1.060747536,603.6391234,82.35903338,1.571284196,567.1350071,12591.96889,8.675234238,243.7602372,49400.65191,23.40961262,243.3985661,47750.10841,1.008979017,603.9947169,1.0880088,682.6957247,6250.059543,0.631332666,0.007339792,1.060746095,603.6398619,9.053048112,671.5981914,11103.04628,56.29085399,0.059010304,1.559651326,570.9153737,103.7088147,623.2872581,21274.02519,5453.05559,0.388103932,7.226121808,266.8935314,225.9968501,375.4947814,138702.8156,-14450.0087,-0.178050658,11.20868823,213.1466723,205.3445705,341.9335529,157959.4692,-17979.99248,-0.224419107,1.008979017,1.363758767,0.001135766,1.060746095,1.38253601,0.010047777,1.559651326,1.557047921,294.5873318,7.226121808,5615852.473,8.42404E+15,11.20868823,93590606.56,1.32E+17,1.008979017,603.9947169,1.0880088,682.6957247,6250.059543,0.631332666,0.007339792,1.060746095,603.6398619,9.053048112,671.5981914,11103.04628,56.29085399,0.059010304,1.559651326,570.9153737,103.7088147,623.2872581,21274.02519,5453.05559,0.388103932,7.199169688,267.6156827,226.1105227,376.5242953,139054.323,-14809.2668,-0.182133222,10.5119666,222.3691614,208.7888934,358.6410871,166171.3733,-25185.61675,-0.301237288
1.183580044,149.4460619,37930.47881,1.381573347,214.4892281,57807.31412,2.117489392,330.4702998,69236.10469,9.384556133,224.818453,47144.91965,24.32996642,236.1072051,47027.81666,1.183580044,149.4460619,37930.47881,1.381573347,214.4892281,57807.31412,2.117489392,330.4702998,69236.10469,9.384556133,224.818453,47144.91965,24.32996642,236.1072051,47027.81666,1.183580044,149.4460619,194.7574872,201.9900774,39801.91153,2104.493181,0.098391889,1.381572829,214.4892861,240.431543,271.1776454,59929.39639,6177.356637,0.204358799,2.109216154,331.5300585,263.0973558,382.5517432,71707.62943,12268.45105,0.340790254,7.983998618,241.7315116,221.583435,341.2687496,126556.478,-15252.50527,-0.201545359,12.17055307,201.0562873,200.8348848,321.3093038,147291.3578,-20131.08361,-0.266319358,1.183580044,0.626946952,0.099840237,1.381572829,0.737725266,0.161425761,2.109216154,1.051947999,155.2035875,7.983998618,4912464.077,7.37238E+15,12.17055307,85900684.37,1.22E+17,1.183580044,149.4460619,194.7574872,201.9900774,39801.91153,2104.493181,0.098391889,1.381572829,214.4892861,240.431543,271.1776454,59929.39639,6177.356637,0.204358799,2.109216154,331.5300585,263.0973558,382.5517432,71707.62943,12268.45105,0.340790254,7.957949572,242.2805533,221.7375563,342.0554252,126859.0184,-15545.78266,-0.205014908,11.47620188,208.7436463,204.301783,335.1642705,154520.393,-26787.29955,-0.33993031
1.001185994,379.7268883,107.8244143,1.021923246,376.4493093,1815.20633,1.532106072,362.798153,24602.05251,9.173939774,241.7339278,44344.75121,24.99624455,241.8637817,45941.61308,1.001185994,379.7268883,107.8244143,1.021923246,376.4493093,1815.20633,1.532106072,362.798153,24602.05251,9.173939774,241.7339278,44344.75121,24.99624455,241.8637817,45941.61308,1.001185994,379.7268883,10.38385354,403.3092804,12061.61535,1.25221416,0.00109806,1.021923238,376.4493118,42.605229,411.3948783,15910.38921,112.7817617,0.021055137,1.530027082,363.2091981,156.5597797,410.3103437,30843.68394,4935.88131,0.23040846,7.954055465,259.1149067,212.1974518,353.7948143,125033.2272,-16207.34137,-0.223635386,13.00361573,214.8173609,198.7610089,330.0947387,147066.5808,-21583.40009,-0.288511682,1.001185994,1.990951269,0.002324821,1.021923238,1.965648907,0.036518835,1.530027082,1.666722065,53.96545195,7.954055465,4294859.372,6.44816E+15,13.00361573,79294776.9,1.13E+17,1.001185994,379.7268883,10.38385354,403.3092804,12061.61535,1.25221416,0.00109806,1.021923238,376.4493118,42.605229,411.3948783,15910.38921,112.7817617,0.021055137,1.530027082,363.2091981,156.5597797,410.3103437,30843.68394,4935.88131,0.23040846,7.93136677,259.6444517,212.2693081,354.5663389,125323.6206,-16476.99997,-0.226988076,12.31878861,222.6456913,201.3417704,343.9945962,154200.3896,-28065.092,-0.36138132
1.002054076,66.64309793,201.564563,1.024927535,73.55052019,2331.191539,1.444333632,157.306744,26331.30704,9.105838002,222.4348882,42493.86896,25.68874241,235.0178342,45310.30551,1.002054076,66.64309793,201.564563,1.024927535,73.55052019,2331.191539,1.444333632,157.306744,26331.30704,9.105838002,222.4348882,42493.86896,25.68874241,235.0178342,45310.30551,1.002054076,66.64309793,14.19734352,1416.877073,52206.43528,-13.75582841,-0.004240521,1.024927535,73.5505202,48.28241439,1330.839372,158063.969,-535.7348013,-0.027910528,1.443730694,157.3472604,162.2910044,1112.823829,355266.0618,-10528.02686,-0.108986843,8.027982159,235.059683,208.5321934,620.2049402,390394.2603,5766.892322,0.044398938,13.84364611,204.0674934,195.2854894,519.752464,345080.4894,6635.007022,0.058015686,1.002054076,1.786221464,9.09E-05,1.024927535,1.790175064,0.00165573,1.443730694,1.749202038,16.58930276,8.027982159,3759873.431,5.64696E+15,13.84364611,73566894.63,1.05E+17,1.002054076,66.64309793,14.19734352,1416.877073,52206.43528,-13.75582841,-0.004240521,1.024927535,73.5505202,48.28241439,1330.839372,158063.969,-535.7348013,-0.027910528,1.443730694,157.3472604,162.2910044,1112.823829,355266.0618,-10528.02686,-0.108986843,8.007935059,235.4628805,208.6370928,621.322175,390684.0046,5431.255401,0.041778435,13.16724369,210.7490716,197.9439163,539.9866407,353297.4227,133.3081153,0.001136548
1.994277264,66.32062625,100.5964717,2.020147502,69.81291183,1191.471757,2.442084782,119.9178931,17564.92844,10.10441922,206.9530594,40470.60642,26.68834212,228.6848131,44642.8354,1.994277264,66.32062625,100.5964717,2.020147502,69.81291183,1191.471757,2.442084782,119.9178931,17564.92844,10.10441922,206.9530594,40470.60642,26.68834212,228.6848131,44642.8354,1.994277264,66.32062625,10.02977924,1416.861942,52206.14309,-7.510335376,-0.003277235,2.020147502,69.81291183,34.51770208,1330.638041,158051.2684,-401.2947111,-0.029243459,2.441482783,119.9325954,132.5457728,1108.152761,354723.7135,-13708.00387,-0.173752025,9.026731313,216.330901,203.6756173,613.3515892,390176.3404,-8463.195894,-0.066711268,14.8434304,194.7659041,191.741764,516.1713275,344931.6101,-2014.527496,-0.017940333,1.994277264,0.89167513,0.795679035,2.020147502,0.905127307,0.799927384,2.441482783,1.033672114,10.53255213,9.026731313,3343346.861,5.02277E+15,14.8434304,68610702.39,9.86E+16,1.994277264,66.32062625,10.02977924,1416.861942,52206.14309,-7.510335376,-0.003277235,2.020147502,69.81291183,34.51770208,1330.638041,158051.2684,-401.2947111,-0.029243459,2.441482783,119.9325954,132.5457728,1108.152761,354723.7135,-13708.00387,-0.173752025,9.006687337,216.647652,203.791299,614.4385096,390466.381,-8818.52321,-0.069447032,14.16703852,200.5317582,194.3981637,536.0815115,353145.8464,-8901.609349,-0.077276923
2.990299998,70.22637944,97.31738536,3.017729221,72.52590812,811.4990024,3.441109935,107.7363895,12822.7255,11.10401579,195.3398681,38188.61476,27.68823556,223.2426168,43820.93475,2.990299998,70.22637944,97.31738536,3.017729221,72.52590812,811.4990024,3.441109935,107.7363895,12822.7255,11.10401579,195.3398681,38188.61476,27.68823556,223.2426168,43820.93475,2.990299998,70.22637944,9.864957443,1417.050134,52206.13687,66.20041369,0.029370077,3.017729221,72.52590812,28.48682156,1330.783138,158048.8607,-86.05428468,-0.007598637,3.440508176,107.7446879,113.2456355,1106.90001,354520.429,-14373.55325,-0.213237807,10.02637091,202.534194,197.6472971,608.6223895,389926.5394,-18911.40641,-0.153616121,15.84337114,187.3958878,187.7515133,513.4357805,344773.4973,-8866.796416,-0.080641262,2.990299998,0.593678571,0.706334863,3.017729221,0.60538163,0.71613932,3.440508176,0.73339784,7.691263501,10.02637091,3009891.528,4.52282E+15,15.84337114,64280140.3,9.27E+16,2.990299998,70.22637944,9.864957443,1417.050134,52206.13687,66.20041369,0.029370077,3.017729221,72.52590812,28.48682156,1330.783138,158048.8607,-86.05428468,-0.007598637,3.440508176,107.7446879,113.2456355,1106.90001,354520.429,-14373.55325,-0.213237807,10.00632774,202.7916545,197.7613292,609.6908496,390216.2682,-19279.68261,-0.156459512,15.16698195,192.4529092,190.3251289,533.1121113,352981.5988,-16020.91517,-0.142057653
1.676440893,67.70533652,43.56661697,2.237055898,69.60872213,459.2731979,3.556239646,96.00028795,9569.114116,11.77879898,184.3591333,36246.13658,28.60605261,217.7457865,43123.17926,1.676440893,67.70533652,43.56661697,2.237055898,69.60872213,459.2731979,3.556239646,96.00028795,9569.114116,11.77879898,184.3591333,36246.13658,28.60605261,217.7457865,43123.17926,1.676440893,67.70533652,6.600501266,1121.482327,127304.1793,-98.47411055,-0.041814204,2.237055898,69.60872213,21.43066023,1139.149565,138620.1676,144.1421342,0.018065225,3.555792627,96.00477721,97.82717628,1104.424823,233881.3297,-4918.372276,-0.104003043,10.7327164,189.8128858,192.3532202,691.4650988,383859.7775,-26778.0022,-0.225219432,16.79634557,180.1683699,184.3287181,580.0444749,359120.1699,-16545.70854,-0.150123518,1.676440893,0.495358563,0.291543885,2.237055898,0.526469547,0.403716807,3.555792627,0.647749721,5.546988137,10.7327164,2729450.772,4.10218E+15,16.79634557,60453109.02,8.74E+16,1.676440893,67.70533652,6.600501266,1121.482327,127304.1793,-98.47411055,-0.041814204,2.237055898,69.60872213,21.43066023,1139.149565,138620.1676,144.1421342,0.018065225,3.555792627,96.00477721,97.82717628,1104.424823,233881.3297,-4918.372276,-0.104003043,10.71326025,190.0232113,192.4644207,692.501758,383919.3016,-27097.29681,-0.22775663,16.12196401,184.6093915,186.8344676,600.2851366,364180.5463,-23324.59114,-0.20734845
2.659572427,67.0641295,27.86788373,3.223522943,68.48922579,319.5843291,4.54905404,89.40544698,7619.92998,12.77641683,175.0952579,34419.82512,29.60547403,212.6201875,42418.10075,2.659572427,67.0641295,27.86788373,3.223522943,68.48922579,319.5843291,4.54905404,89.40544698,7619.92998,12.77641683,175.0952579,34419.82512,29.60547403,212.6201875,42418.10075,2.659572427,67.0641295,5.279004047,1121.443799,127304.1749,62.94039331,0.033416129,3.223522943,68.48922579,17.87692169,1139.081705,138619.7751,425.4623718,0.06392289,4.548607924,89.40830248,87.29601309,1103.87097,233809.6703,-2371.796584,-0.056203996,11.73054581,179.2581437,187.1925044,688.6425294,383675.9316,-26385.85107,-0.228039352,17.79600585,173.752977,180.9947543,578.0839457,359006.9824,-17263.81022,-0.159524368,2.659572427,0.310200771,0.238819099,3.223522943,0.364053597,0.33713012,4.548607924,0.505985092,4.39881388,11.73054581,2496771.848,3.75306E+15,17.79600585,57056104.68,8.27E+16,2.659572427,67.0641295,5.279004047,1121.443799,127304.1749,62.94039331,0.033416129,3.223522943,68.48922579,17.87692169,1139.081705,138619.7751,425.4623718,0.06392289,4.548607924,89.40830248,87.29601309,1103.87097,233809.6703,-2371.796584,-0.056203996,11.7110936,179.4329782,187.2987021,689.6709778,383734.9895,-26681.92265,-0.230450614,17.12163793,177.6819356,183.4176051,598.191013,364061.4629,-23781.10062,-0.215344947
2.466079735,193.9602173,23624.288,3.254956804,164.1927306,20874.91248,5.038222552,147.0834376,19541.66503,13.62513375,190.1339905,34748.96836,30.57023056,218.0954427,41917.00717,2.466079735,193.9602173,23624.288,3.254956804,164.1927306,20874.91248,5.038222552,147.0834376,19541.66503,13.62513375,190.1339905,34748.96836,30.57023056,218.0954427,41917.00717,2.466079735,193.9602173,153.7019453,1136.115823,129477.6396,-16714.97019,-0.304792955,3.254956804,164.1927306,144.4815299,1148.814872,140182.388,-20728.75577,-0.385344252,5.037826532,147.0902603,139.794881,1110.0328,234501.1771,-18937.71292,-0.280233742,12.59164668,195.2006063,187.628121,692.9634391,383690.8782,-24078.25878,-0.207612881,18.77482081,184.7382761,182.0968623,581.4801647,359043.7184,-14674.8483,-0.134780643,2.466079735,0.254097711,0.146592066,3.254956804,0.305002907,0.241418743,5.037826532,0.43965908,3.543419768,12.59164668,2298483.909,3.45546E+15,18.77482081,54017135.36,7.84E+16,2.466079735,193.9602173,153.7019453,1136.115823,129477.6396,-16714.97019,-0.304792955,3.254956804,164.1927306,144.4815299,1148.814872,140182.388,-20728.75577,-0.385344252,5.037826532,147.0902603,139.794881,1110.0328,234501.1771,-18937.71292,-0.280233742,12.5724248,195.3859089,187.7115933,693.9924476,383749.1757,-24374.80044,-0.210061029,18.10125569,188.8589538,184.1734474,601.6056202,364087.2426,-21167.19624,-0.190888635
1.564294266,282.2043448,12916.26014,2.343520642,235.7975061,18855.96945,4.751259015,186.0029244,21110.8517,14.22911356,200.1041133,33621.88302,31.4801929,221.7137355,40984.51926,1.564294266,282.2043448,12916.26014,2.343520642,235.7975061,18855.96945,4.751259015,186.0029244,21110.8517,14.22911356,200.1041133,33621.88302,31.4801929,221.7137355,40984.51926,1.564294266,282.2043448,113.6497257,387.1753891,194569.8468,-8540.629697,-0.170554527,2.343520641,235.7975061,137.3170399,536.1392963,326691.6017,-29967.14949,-0.382132801,4.750964154,186.0107265,145.2968714,820.0685263,387070.8894,-58472.48852,-0.647326692,13.22566523,205.5440855,183.9850213,648.6038257,379171.4973,-34152.12017,-0.302055091,19.71952385,192.2060895,180.3376751,558.3063425,351451.0443,-21966.08563,-0.205905281,1.564294266,0.363694903,0.059658801,2.343520641,0.356437087,0.141957582,4.750964154,0.436687239,2.797621176,13.22566523,2124694.278,3.19456E+15,19.71952385,51277863.59,7.46E+16,1.564294266,282.2043448,113.6497257,387.1753891,194569.8468,-8540.629697,-0.170554527,2.343520641,235.7975061,137.3170399,536.1392963,326691.6017,-29967.14949,-0.382132801,4.750964154,186.0107265,145.2968714,820.0685263,387070.8894,-58472.48852,-0.647326692,13.20700204,205.7299742,184.0484611,649.4734964,379306.2477,-34432.89431,-0.304379727,19.04794256,196.3737311,182.0941998,576.2893476,356941.1596,-28449.48643,-0.262072238
1.529140256,140.8148654,15047.54849,2.22298236,159.414756,17508.96063,4.825244299,161.1331112,19101.70987,14.92396402,191.1182893,32493.29508,32.41202176,216.9095386,40445.03328,1.529140256,140.8148654,15047.54849,2.22298236,159.414756,17508.96063,4.825244299,161.1331112,19101.70987,14.92396402,191.1182893,32493.29508,32.41202176,216.9095386,40445.03328,1.529140256,140.8148654,122.6684494,269.6594315,54980.01522,-4655.502097,-0.165038346,2.22298236,159.414756,132.3214292,338.4614317,127797.593,-6999.329127,-0.148669624,4.825006907,161.1380727,138.2105249,578.2925426,315016.7597,-38295.35589,-0.49412648,13.94203508,195.5352106,180.8840657,591.4796063,347031.915,-33593.31699,-0.315963791,20.67682073,186.1023422,177.994086,527.6917899,326885.9874,-23347.6095,-0.229965882,1.529140256,0.330384071,0.021231338,2.22298236,0.336788205,0.078570681,4.825006907,0.411002453,2.220327534,13.94203508,1972299.455,2.96573E+15,20.67682073,48797895.13,7.11E+16,1.529140256,140.8148654,122.6684494,269.6594315,54980.01522,-4655.502097,-0.165038346,2.22298236,159.414756,132.3214292,338.4614317,127797.593,-6999.329127,-0.148669624,4.825006907,161.1380727,138.2105249,578.2925426,315016.7597,-38295.35589,-0.49412648,13.92377213,195.6946208,180.9490575,592.1491981,347182.8928,-33829.87943,-0.318005745,20.00669377,189.8572256,179.7444122,542.7885503,331934.1543,-29339.61446,-0.283992275
1.00226906,363.4947259,146.5808556,1.04464525,355.2565922,2460.609613,2.311592893,248.8937586,20940.06784,14.10123293,203.3783315,32158.23599,32.99255456,221.3678312,39855.04557,1.00226906,363.4947259,146.5808556,1.04464525,355.2565922,2460.609613,2.311592893,248.8937586,20940.06784,14.10123293,203.3783315,32158.23599,32.99255456,221.3678312,39855.04557,1.00226906,363.4947259,12.10705809,430.1346283,52880.94973,-21.83648032,-0.007843235,1.04464525,355.2565922,49.60453218,464.0585336,126616.4116,-550.7897497,-0.031207609,2.311528365,248.8990236,144.7054225,608.6111323,315133.5211,-29867.27403,-0.368081437,13.2392314,208.2598759,179.5255295,595.8072524,346986.0939,-34105.29204,-0.323206655,21.40922718,194.411734,177.7955165,530.6792494,326879.1476,-23701.56549,-0.233712955,1.00226906,1.875775411,0.005467114,1.04464525,1.813360077,0.100696348,2.311528365,1.046201037,1.788954155,13.2392314,1823325.733,2.74199E+15,21.40922718,46518602.52,6.79E+16,1.00226906,363.4947259,12.10705809,430.1346283,52880.94973,-21.83648032,-0.007843235,1.04464525,355.2565922,49.60453218,464.0585336,126616.4116,-550.7897497,-0.031207609,2.311528365,248.8990236,144.7054225,608.6111323,315133.5211,-29867.27403,-0.368081437,13.22319899,208.4226588,179.5734125,596.4765653,347136.4711,-34337.71782,-0.325252192,20.74777281,198.2505493,179.2820703,545.7810225,331918.0389,-29652.64299,-0.287762417
1.015156539,70.44167017,1303.833505,1.084476959,88.53207595,6201.529933,1.999618985,157.4294547,18830.57035,13.9672953,193.5426168,31110.31342,33.71712814,216.7598518,39367.70234,1.015156539,70.44167017,1303.833505,1.084476959,88.53207595,6201.529933,1.999618985,157.4294547,18830.57035,13.9672953,193.5426168,31110.31342,33.71712814,216.7598518,39367.70234,1.015156539,70.44167017,36.10863477,386.4066601,1304.285341,-0.062511995,-0.000295478,1.084476959,88.53207595,78.74979322,388.8860627,6569.119384,-14.56456201,-0.003973324,1.999591081,157.4308102,137.2250029,486.8874842,153539.176,-5469.153561,-0.102099307,13.17461083,197.4618434,176.6426259,578.8075154,321910.8736,-29284.20786,-0.292883597,22.23049998,188.6353577,175.7772946,523.404734,311599.9504,-22649.14574,-0.231399904,1.015156539,1.219385728,0.006611781,1.084476959,1.256480615,0.034041443,1.999591081,1.127835776,0.900955661,13.17461083,1684928.892,2.53409E+15,22.23049998,44426044.94,6.49E+16,1.015156539,70.44167017,36.10863477,386.4066601,1304.285341,-0.062511995,-0.000295478,1.084476959,88.53207595,78.74979322,388.8860627,6569.119384,-14.56456201,-0.003973324,1.999591081,157.4308102,137.2250029,486.8874842,153539.176,-5469.153561,-0.102099307,13.15986765,197.6001594,176.6931751,579.4038059,322035.2222,-29476.93341,-0.294670137,21.57456753,192.1206211,177.2719904,537.5251547,316049.7804,-28229.01715,-0.28395967
1.000060115,363.9823539,5.258227777,1.003152746,363.134249,257.2274976,1.285388726,318.1361274,11551.49206,12.49638426,207.1831531,30759.83411,34.06705153,221.0819208,38829.80949,1.000060115,363.9823539,5.258227777,1.003152746,363.134249,257.2274976,1.285388726,318.1361274,11551.49206,12.49638426,207.1831531,30759.83411,34.06705153,221.0819208,38829.80949,1.000060115,363.9823539,2.293082593,526.1475383,34.72882204,1.46E-08,1.09E-09,1.003152746,363.134249,16.03831343,524.6531465,2181.86204,0.001543447,2.07E-06,1.285384744,318.1369263,107.4770759,559.8982641,152817.2643,-705.8934827,-0.016825162,11.84393115,211.5228975,175.2487506,583.7541404,321863.7007,-24804.90836,-0.250057438,22.8018891,196.3261521,175.5908718,526.2254036,311593.462,-22521.39327,-0.230338982,1.000060115,2.808629343,0.000152229,1.003152746,2.803846428,0.007655736,1.285384744,2.435529144,0.688058305,11.84393115,1542668.179,2.32036E+15,22.8018891,42477695.75,6.22E+16,1.000060115,363.9823539,2.293082593,526.1475383,34.72882204,1.46E-08,1.09E-09,1.003152746,363.134249,16.03831343,524.6531465,2181.86204,0.001543447,2.07E-06,1.285384744,318.1369263,107.4770759,559.8982641,152817.2643,-705.8934827,-0.016825162,11.83179614,211.6639447,175.2832184,584.3497008,321987.4889,-24961.7956,-0.251541174,22.15860322,199.8773997,176.8621497,540.346124,316035.382,-27959.8022,-0.28190334
