-1,"о?Фс сяогя г?ягД? Ф Дгсрг? о?Фк. гзягх ?? ?? ?????? ?? ???? ?? ???? ⌠??? ?? ???? ■ ??? ??? ?г??г ???? ???? ?? ????©©© ???² ??????? ???? ?? ??? ???? ???? ????? ???©©© ???² ??????? ???? ?? ????©©© о?Фк ?? ??? ??? ?? ???? ?????? ??? ????? ??? ? ?? ?? ?????? ?? ?? б? ?? ????? ???? ?? ???? ⌠??? ?? ???? ■ гсй║ ??? ????. ?? ???? ?? ??Фк ??? ??? ?? ????????? ?? ???? ???? ?????? хФ? ?? ?? лД░ Ег? ????? ?? ????? ????? ???????? ??? ? ??? ?? ???? ?? ???? ???. ???? ?? ?????? ??????о!!!"
1,"█░ФДЕ Фчй? йДЕг Есй?Ц гр ?≤ мЦАЕ чАх? лгД сгАЦ хЕ оя ххя?Ц© щяж ≤Д?о сгзй 6:15 хзо гр ыЕя гсй Ф тЦг хзо гр ?≤ яФр ≤гя? снй ш?я ЦзЦФА хЕ нгДЕ йгД хя Ц?²░яо?о (гАхйЕ хЕ йДЕг??). тЦг хЕ той нсйЕ Ф шЦ░?Д Есй?о. Дг░ЕгД ?≤ ояо то?о оя Дгм?Е с?ДЕ нФо гмсгс Ц?²≤Д?о ≤Е хЕ ьящ хгрФ Ф Д?р хЕ бяФгяЕ тЦг рхгДЕ Ц?²≤то. щгуАЕ нгДЕ тЦг йг Дро?≤²йя?Д х?ЦгясйгД щчь 5 Цг?А (моФо 8 ≤?АФЦйя) гсй. ЦйгсщгДЕ║ ДЦ?огД?о ≤Е б?г Ц?²йФгД?о йг яс?оД хЕ х?ЦгясйгД ймЦА ≤Д?о ?г ДЕ. тЦг бЦФрт ≤Ц≤²Ег? гФА?Е (CPR) яг хАо?о║ гЦг ДЦ?²огД?о █░ФДЕ г?Д ≤Ц≤²Ег яг яФ? нФойгД гДлгЦ оЕ?о.хс?гя? гр ЦяоЦ║ рЦгД? ≤Е хг мЦАЕ чАх? ЦФглЕ Ц?²тФДо║ йДЕг Ф хоФД ≤Ц≤ ЕсйДо. тну? ≤Е жяхгД чАх гФ Дг²ЦДыЦ гсй Ф ≤с? ≤Е тяФз хЕ гмсгс жзщ Ц?²≤До║ йДЕг моФо 10 кгД?Е │?т гр  гросй огоД ЕФт?гя?т Фчй огяо. хЕ Ея мгА║ г?Д чяхгД?гД Ц?²йФгДДо хг сящЕ²Ег? Ц≤яя Ф то?о хЕ нФо ≤Ц≤ ≤ДДо. │?т гр Ея сящЕ хг?о Дщс зЦ?ч х≤т?о║ Ф сящЕ хг?о зЦ?ч Ф ≤т²огя хгто Ф нАь с?ДЕ яг гр зЦч с?ДЕ г?лго ≤Д?о. йФгА? ?≤ Дщс Ф ?≤ сящЕ хг?о моФог Ея 2 кгД?Е ?≤хгя хоФД йФчщ й≤ягя тФо йг ≤Ц≤ хясо Ф ?г жяхгД чАх оФхгяЕ хЕ мгАй зго? хгр ░яоо. Дщс²Ег? зЦ?ч г≤с?▌Д яг хЕ огнА тт²Ег Ц?²≤то Ф мя≤й²Ег? сящЕ ЦФлх щтгя хЕ чАх Ф йогФЦ ля?гД ░яот нФД йФсь бД Ц?²тФо. ЕЦ█Д?Д г?Д щтгя щтяоЕ ≤ДДоЕ яФ? чАх ЦФлх хгр?гх? я?йЦ ДяЦгА жяхгД бД Ц?²тФо. хо?Д ья?ч║ чяхгД?гД мЦАгй чАх? Ц?²йФгДДо йг яс?оД хЕ х?ЦгясйгД м?гй нФо яг мщы ≤ДДо.www.seemorgh.com/healthЦДхз:bushehr_ems.com"
1,"ьАг хяг? ЦяогД жяя огяо ьАг хгзк хяФр х?Цгя?Ег? нФД? Ф ЕЦ█Д?Д ДгхгяФя? оя ЦяогД Ц?тФо║ оя мгА?≤Е хя яФ? рДгД х?²гкя гсй. ≤Ц тоД сьм ░АхФА сщ?о ?г ДгйФгД? лДс? оя ЦяогД оя уФяй гсйщгоЕ гр р?ФябАгй ьАг"
-1,"нщгт тх Ф оФнйД │А≤ Ф Ах онйягД нья ло? ! Аьщг йг бня хнФД?Д: онйяг? нФх Ф зр?р г?ягД рЦ?Д нФгЕтг йг гьАгз кгДФ? чхА йгя?≤? ЕФг нФДЕ хгт?Д ║ ?г могчА йДЕг Дхгт?Д ║ ?г могчАт лг? нАФй? Дя?Д ║ нАгуЕ Цгляг: ??? Дщя гр ФЕгх?й огнА г?ягД тоДо. ?? Дщя Цяо. ?? Дщя рД гр ЦмА чйА Ф йлгФртФД гьАгзгй оч?ч? Д?сй гЦг лДг?йгтФД ьхч бЦгя гр Цяр уо Дщя ≤тйЕ Ф бс?х о?оЕ ░птйЕ. ЦкА Ф?яФс? ≤Е ≤А хоД яФ х░?яЕ ║ ≤А г?ягД │нт тоД . сяхгргД Фргяй гьАгзгй хоДхгА г?Д гщяго ЕсйДо гЦг хг Цт≤А? ЦФглЕ ЕсйД ║ гФДЦ █ЕяЕ Д░гя?Е ║ гщяго? ≤Е яхФоЕ хтД █тЦ Ф оЕгДтФД оФнйЕ Ц?тЕ Ф чгхА тДгсг?? Д?сйД ! з?Дг■ мч?чйЕ. ≤Ц? ьФА Ц?≤тЕ ДгхФо хтД. сз? ≤Д?Д щзАг х?тйя йФ нФДЕ хгт?Д Ф р?го хг оФсйгйФД х?яФД Дя?Д. г?Дг ФЕгх?Д ║ ФмтйДг≤ йя?Д йлгФр яФ хЕ онйягД Ц?≤ДД. хг Ея ≤с? ≤Е хгЕгт оФсй? хщясй хпгя щяг ░?я хтЕ. Цг гр ?≤ Цгоя Д?сй?Ц гЦг гр ?≤ нг≤?Ц. ЕЦЕ нФгЕя ЕЦ?Ц. ло? х░?я?Д. тг?о ЕЦ?Д гьягщ йФД огяД Ц?█янД Ф оДхгА ьзЦЕ гДо. йДЕг ≤гя? ≤Е гр осйЦФД хя Ц?го г?ДЕ ≤Е хЕ ЕЦ нхя хо?Ц. нФгЕтг Ея█Е ся?зйя хяг? гьягщ?гД ЕЦ хщясй?Д"
1,сФс?с Ф ≤гАхгс Ег? бАФоЕ хЕ Ф?яФс щАл ≤ДДоЕ. нхящФя? нхящФя? о≤йя яДлхя я??с х?ЦгясйгД хсй≤ оянФгсй гДйтгя огоДо :гьАгз?Е ЦЕЦ оФсйгД хЕ гьАгз йЦгЦ зр?ргД нФо хясгД?о ≤Е йг гьАгз кгДФ? гр нФяоД сФс?с Ф≤гАхгс лог нФоогя? щяЦг??о .хян? гр г?Д ЦмуФАгй мгФ? ДФз? Ф?яФс ЕсйДо ≤Е Цсйч?Цг ФхЕ сязй хя яФ? Днгз гкя ░пгтйЕ. ФЦДля хЕ щАл тоД щяо нФгЕо то .йг ≤ДФД х?т гр ?? ЦФяо хЕ х?ЦгясйгД ДЦгр? гялгз огоЕ тоЕ гсй.нФгЕтЦДо?Ц йг Ц?йФгД?о хЕ о?░ягД ЕЦ гьАгз оЕ?о
1,"лгсЦ чгоя? ?г хгяг≤ гФхгЦг. тхгЕй ?≤ лФгД г?ягД? гЕА лДФх║ хЕ гФхгЦг Цс?я рДо░? гт яг йш?я ого. ДгЦ гФ ║ лгсЦ чгоя? гсй .лгсЦ чгоя? г?Д лФгД бхгогД?║ йФсь сщгяй бЦя?≤г оя ≤Ф?й тДгсг?? Ф хрФо? хЕ бЦя?≤г Ц?яФо йг оя ?≤ хяДгЦЕ йАФ?р?ФД? тя≤й ≤До. ░щйЕ Ц?тФо ≤Е гФхгЦг Д?р нФгсйгя о?огя хг хоА нФо тоЕ Ф г?Д лФгД г?ягД? хрФо? хг гФхгЦг о?огя Ц?≤До"
1,"Дух ?≤ ²б?Е чябД хя сяоя гуА? огДт≤оЕ мчФч огДт░гЕ² ЕгяФгяо║ огДт≤оЕ мчФч ЕгяФгяо ЦтЕФяйя?Д огДт░гЕ бЦя?≤г║ б?Е ??? сФяЕ Дсга яг хя ся оя ФяФо? гуА? г?Д огДт≤оЕ чягя огоЕ гсй. г?Д огДт≤оЕ гзАгЦ ≤яоЕ гсй ≤Е г?Д б?Е гр чябД ≤я?Ц зы?Ц²йя?Д зхгяй ояхгяЕ зогАй оя лЕгД Ф оя йгя?н хтя?й гсй Ф г?Д ФяФо? ЕЦ?тЕ ?≤? гр ЦЕЦйя?Д зхгягй ояхгяЕ зогАй оя ьФА рЦгД яг хя ся оя нФо огяо.ЦсфФАгД огДт░гЕ ЕгяФгяо │с гр бД≤Е б?Е² ??? сФяЕ Дсга яг ╚х? Ды?яйя?Д йзя?щ ояхгяЕ зогАй оя йЦгЦ ьФА йгя?н╩ гзАгЦ ≤яоДо йуЦ?Ц ░ящйДо йялЦЕ гД░А?с? бД яг яФ? ФяФо? гуА? огДт≤оЕ мчФч г?Д огДт░гЕ Дух ≤ДДо"
1,"сФй?Д г?ягД? 2000 ?г оФ Ергя сгАЕ г?Д сФй?Д йФя? ≤Е ???? сгА чоЦй огяо Ачх чо?Ц? йя?Д сФй?Д оД?г яг хЕ нФо гнйугу огоЕ гсй. г?Д сФй?Д йФсь ЦФрЕ сг?Дс хЕ Цой ?≤ яФр хЕ Цзяж ДЦг?т оя Ц? г?о. хДг хя ймч?чгй хгсйгД тДгсгД ≤Е гр ⌠о? гД г?■ т?я нт≤ тоЕ нгДФЦ? ≤Е гр г?Д сФй?Д гсйщгоЕ Ц?≤яоЕ║² хЕ ДгЦ угмх г?Д сФй?Д осй ?гщйЕ гДо║² Цтну тоЕ гсй ≤Е г?Д сФй?Д ЦйзАч хЕ ЕЦся ≤ФяФт │готгЕ │я гщйнгя г?ягД? хФоЕ гсй. гр Д≤гй лгАх Ф м?яй гД░?р г?Д гсй ≤Е оя уФяй? ≤Е хя г?Д сФй?Д оя ?≤ гйгч йгя?≤ ДФя ⌠?Ф Ф?■ (щФч хДщт) йгхгДоЕ тФо║ оя АД░Е²? ягсй ДгЦ щгяс Ф оя АД░Е²? █│ ДгЦ нА?л хЕ р?хг?? Ц?²оянто. оя ЕЦг?т? ≤Е ЦФрЕ сг?Дс оя ≤Дгя ДЦг?т г?Д сФй?Д хя░ргя ≤яоЕ║ хДг хЕ г?оЕ о≤йя с?яФс отй осй?║ гр хря░гД тя≤й ░Ф░А Д?р озФй хЕ зЦА бЦоЕ йг хЕ зыЦй ДгЦ нА?л щгяс │? хяоЕ Ф о?░я гзЦгА тД?з нФо оя ймя?щ ДгЦ нА?л щгяс яг й≤ягя ДДЦг?До. гр злг?х о?░я г?Д сФй?Д║ ≤Е хг Цчг?сЕ │?тящй зАЦ? сг?я ≤тФяЕг оя ЕЦгД рЦгД║ хс?гя чгхА йФлЕ гсй║ сг?р Цйш?я г?Д сФй?Д оя ЕщйЕ²Ег? ЦнйАщ ?≤ ЦгЕ Ц?²хгто. хг ЦгоЕ нгу? ≤Е оя ≤т г?Д сФй?Д хЕ ≤гя ящйЕ║ Ц?ргД тА Ф сщй? г?Д ≤т хг йФлЕ хЕ щгуАЕ ≤яЕ рЦ?Д гр ЦгЕ йш??я ?гщйЕ Ф хЕ г?Д т≤А гДогрЕ бД хоФД онгАй осй йДы?Ц Ц?²тФо. ЦгоЕ ЦФяо гсйщгоЕ оя г?Д ≤т гр хян? ЦялгД²Ег? ЦФлФо оя ≤щ нА?л щгяс гсйнягл тоЕ Ф гр нгу?й лря Ф Цо хяг? йш??я гДогрЕ ≤т хЕяЕ лсйЕ гсй. зАЦ г?ягД?гД бД рЦгД ≤Е гр о?░я ≤тФяЕг? оД?г хс?гя │?тящйЕ йя хФоЕ хЕ мо? ≤Е оя ???? сгА │?т хЕ й≤ДФАФ▌? ≤т нФо≤гя сФй?Д Д?р осй ?гщйЕ хФоДо Ф г?Д мг≤? гр ЕФт сятгя г?ягД?гД мй? оя рЦгД²Ег? чо?Ц Ц?²хгто. хДг хЕ ДыясДл? гДлгЦ тоЕ йФсь ЦлАЕ² г? ЕАДо? г?ягД?гД гр Амгы хЕяЕ ЕФт? оя ЦчгЦ оФЦ │с гр ▌г│Д?²Ег чягя огтйЕ Ф гр Амгы │тй≤гя Д?р яйхЕ гФА яг оя оД?г огяг Ц?²хгтДо. х?г??о хЕ гщйнгя хгЕФтйя?Д ЦАй оД?г║ г?ягД?гД ДгхшЕ║ Аг?≤ хрД?Ц Ф хрД?Ц Ф х?г??Ц Ф г?Д ЦьАх яг хЕ гтйяг≤ х░пгя?Ц! г░я г?ягД? Есй? Аг?≤ ≤Д! г░я хгЕФт Есй? хЕ гтйяг≤ х░пгя йг ЕЦЕ лЕгД хогДДо √ оУД Фяй?░ФДЕ"
1,о≤йя яжг?? Ф гФА?Д ≤гтй Днгз? огДтЦДо лФгД ≤тФяЦгД бчг? о≤йя зА? яжг?? ЦФщч хЕ гФА?Д ≤гтй Днгз? оя оД?г то.
1,"огсйгД з?гой │гфФАФ ЦгАо?Д? гр лгДхгр г?ягД?. нгьяЕ²г? ≤Е оя р?я Ц?²б?о оя ягхьЕ хг ?ъ? гр лгДхгргД лД░ ймЦ?А? гсй ъЕ │с гр ЦляФм тоД хЕ зАй Фжз Фн?Цт хЕ г?йгА?г гзргЦ тоЕ хФо Ф оя ?ъ? гр х?ЦгясйгД Ег? тЕя яЦ хЕ ЦогФг ЦтшФА хФо.хЕ ░ргят ""йгхДг≤"" Ф? гр чжг Ф хЕ ьФя гйщгч? ЦйФлЕ Ц? тФо ъЕ нгДЦ │ясйгя? ъЕ гр гФ Цягчхй Ц?²ъДо ДгЦ нгДФго░? гт ╚ЦгАо?Д?╩ гсй. гхйог йуФя Ц? ъДо ъЕ йтгхЕ гсЦ? хгто гЦг оя ДЕг?й гр гФ сФгА Ц? ъДо ъЕ б?г хг │гфФАФ ЦгАо?Д? сйгяЕ тЕ?я й?Ц Ц?АгД г?йгА?г Дсхй? огяо©Ф нгДЦ │ясйгя оя │гсн Ц?²░Ф?о ъЕ │гфФАФ ЦгАо?Д? хягоя Ф? гсй║ оФсй лгДхгр Д?р оя мгА? ъЕ хс?гя нФтмгА тоЕ хФо гр нгДЦ │ясйгя нФгЕт Ц?²ъДо ъЕ г░я ЦЦъД гсй зъс? гр │гфФАФ ЦгАо?Д? хяг?т хЕ ?го░гя х?гФяо Ф нгДЦ │ясйгя чФА Ц?²оЕо ъЕ хяг?т йЕ?Е ъДо. ухм яФр хзо оФсй лгДхгр ЕД░гЦ? ъЕ гр нФгх х?огя Ц?²тФо ъДгя йнй нФо Цяо? яг Ц?²х?До ъЕ хг ?ъ осйЕ ░А хЕ гДйыгя х?огя тоДт ДтсйЕ гсй...г?Д Цяо ъс? ДхФо хЕ лр │гфФАФ ЦгАо?Д? ъЕ гр тЕя Ц?АгД Фгчз оя тЦгА шях? г?йгА?г хЕ тЕя яЦ Фгчз оя Цяър ътФя г?йгА?г ъЕ щгуАЕ²г? моФог ттуо ъ?АФЦйя? огяо бЦоЕ хФо йг гр г?Д лгДхгр лД░? ъЕ нФгсйгя огтйД зъс ?го░гя? гФсй з?гой ъДо.│гфФАФ ЦгАо?Д? хг г?Д ъгя нФо ояс? хря░ хЕ йЦгЦ? щФйхгА?сй²Ег? оД?г ого ъЕ чЕяЦгД щФйхгА яг оя рЦ?Д щФйхгА Дхг?о лсй ъЕ Ц?²йФгД оя х?яФД гр рЦ?Д щФйхгА Д?р бД яг о?о║ чЕяЦгДгД? ≤Е │ЕАФгДДо ... ░щйД? гсй │гфФАФ ЦгАо?Д? гсьФяЕ й?Ц ЦА? г?йгА?г Ф хгт░гЕ бк Ц?АгД ЦмсФх Ц? тФо ≤Е сгА²Ег ≤г│?йгД г?Д оФ й?Ц хФоЕ Ф ?≤? гр хяйя?Д хгр?≤ДгД щФйхгА оя лЕгД хЕ тЦгя Ц? яФо. "
1,Цгляг? оянй нФДхгя рябхго гсйгД чрФ?Д оянй? ≤Е оя згтФяг нФД Ц? ░я?о г?Д оянй Ея сгА Ф оя яФр згтФяг нФД Ц?░я?о оянй нФДхгя рябхго оя хмхФмЕ ЦмяЦ
