listed_category,restaurant_name,sentiment,user_review
Street Vendors,Ah Heng Curry Chicken Bee Hoon Mee,-1,"Heng (Lucky) To Only Have Eaten It Once. I love my curry. Chicken curry, Fish Curry, Indian Curry, Chinese Curry, Japanese Curry, Nonya Curry.... You name it I love it and  curry chicken noodles are no exception. Curry Chicken Noodle is one of my great pleasures and certainly a comfort food. Whether it's a cold day, or after a hard day of work, nothing soothes the soul like a hot, rich, fragrant bowl of curry chicken noodles. I've heard of the 2 curry chicken noodles for the longest time but never got around to tying them. Either because we passed by when I wasn't hungry or the queues were way too long. One day, while deciding to have breakfast there, I noticed that there were only 4 people in the queue.Finally! My chance to try! As the one on the first floor was closed, I decided to try Ah Heng, the one that usually has the longer queue. Doubts started to set in once the bowl was served to me. The soup looked a bit light, obviously lacking the orange-ness that you normally find in curry noodles. There was a slight fragrance to it and well... I've learnt not to judge a book by its cover, especially for food. However, one taste of the soup and I was very sadly proven right. The soup didn't really taste like a curry chicken soup. It tasted more of a salty chicken soup with a hint of curry added, a bit like making a curry Instant noodle and realizing you added a little too much water. While the chicken was pretty tender, the lack of oomph in the curry ensured that the potatoes looked and tasted like well..... Salty boiled potatoes are there wasn't enough sweetness in soup to excite me while it was being soaked in the ""tau pok"".Sadly... I really don't see what all the fuss and long queue is about. In general, the entire dish tasted a lot like the one time I tried using canned chicken curry to make into curry chicken noodles. Similar to that incident, I will only try it once and never again."
Street Vendors,Ah Heng Curry Chicken Bee Hoon Mee,1,"The chicken curry noodles here was very tasty. The chicken was very tender, and the yellow noodles had a nice chew to it. I would definitely eat it again if I had stayed in Singapore longer."
Street Vendors,Ah Heng Curry Chicken Bee Hoon Mee,1,"This is my favourite place in singapore. If i can only have one meal here, i will come to ah heng. I normally take the $6 bowl which comes with chicken leg. Meat is so tender, soup is rich and tasty, and the potatoes melt in mouth. Yummy"
Street Vendors,Ah Heng Curry Chicken Bee Hoon Mee,-1,"I find this stall slightly inconsistent. Today's chicken meat was a lil bit dry compared to previous visits!Everyone who frequents this Honglim Food Centre knows about the famous Curry Noodles! As the story goes, some people prefer the one upstairs and some the one downstairs. I personally have heard the delicious stories about the one downstairs first, only to realise that there's one just as famous on the second floor too!I've had the privilege to try BOTH within a short time span of a month and have delcared downstairs the winner by a hair.Frankly speaking, they aren't really that far off from each other and ure not gonna be REALLY missing out if u are one over the other. But consistency lies with the one downstairs and not Ah Heng due to their slightly drier meat I had today. Its not really paper dry, don't get me wrong. Just that if i'm being REALLY picky, then yep!! That being said, there so many other things in Honglim to try out there as well! If you wanna know follow this commandment, ""Thou shall Yelp search and Thou shall find out!"". ;)"
Street Vendors,Ah Heng Curry Chicken Bee Hoon Mee,1,"The current ""king"" of Singapore (Nik) introduced me to this and what a wonderful find it was. I am glad I tried it. I hardly eat curry chicken noodles because1. never a big fan of Chinese style chicken curry outside of home2. ""it is fattening"" being ingrained in the mind by the media and others3. those I tried before were lackluster and a total waste of the precious caloriesThis version totally blew the mind. I like the subtle smokiness of it and I believe it is from the chili on the side. Mix the chili into the noodles to get the maximum taste out of it. The chicken is very tender (white meat) and the taupok is thoroughly soaked with the gravy. The whole ensemble is just so good. Maybe I like spicy food but I do not think the gravy is particularly spicy. It is just nice to me.I will definitely be back for this in future. Thanks Nik, for the recommendation."
Street Vendors,Ah Heng Curry Chicken Bee Hoon Mee,-1,"Just spent a week in Slovenia and Croatia. Loved the mountains, lakes, history, food and drink. But there was one problem....NO CHILLI!!!!You can take the girl out of Singapore, but you can't take the Singaporean away from her stomach. Yes, even though I had the best of the Adriatic and the freshest yoghurt I've ever tasted in my life, I craved chilli. Chilil on my pizza, chilli in my soup...anything. So what's a girl to do the minute she gets home? Drag her dude to Hong Lim for some curry mee on a Sunday. Zero queue and maximum spicy.For some reason, the curry zhup was less thick than before and that was disappointing. It was still spicy (and yes, I tipped an entire giant dallop of sambal into my soup), but somehow lacked the kick that's ingrained in my memory. Fish cake slices are still large and decent portions of chicken and noodles for $5. Loved fishing out the well soaked tao pok slices too. To make up for that lack of kick, I had a bowl of home made fishball and fish cake soup (with lard of course) from a few stalls away. We're all good now."
Street Vendors,Ah Heng Curry Chicken Bee Hoon Mee,1,"The curry chicken bee hoon mee here is served in 3 sizes. I opted for the smallest bowl of curry bee hoon. You can also choose from different types of noodles.First of all, let me say that the curry here is really more spicy than usual, so be prepared. The gravy is very slurp-worthy and is completely absorbed by the thinly sliced tau pok. There are also other ingredients, such as potato, chicken and fishcake. They don't skimp on the ingredients, which is a huge check mark in my book.The chicken was very tender and the noodles are very nice. Overall, definitely highly recommended from me."
Street Vendors,Ah Heng Curry Chicken Bee Hoon Mee,1,"The Curry is very fragrant and spicy, for people who cannot really take spicy food, you might want to consider to have a drink to go with it.They are generous in portion and the chicken meat is tender. The chicken meat are de-boned and removes the hassle of using your hands or getting the curry smell on your hands. The gravy is good to the last drop and very rich in flavor."
"Local Flavor, Food",Ah Hock Fried Hokkien Noodles,1,"Ah Hock Fried Hokkien Noodles ??????? is the most popular Fried Hokkien Noodles stall in Chomp Chomp Food Centre. You are likely to see a plate of Ah Hock's Fried Hokkien Noodles on every table.We ordered a plate of Fried Hokkien Noodles $5. The Fried Hokkien Noodles is served in either $3, $4 or $5. Payment is made upon order and the food will be delivered to customers. After waiting for more than 40 minutes, our 'reward' arrived!There are many versions of Fried Hokkien Noodle in Singapore. Ah Hock's version of Fried Hokkien Noodles is- drier (not as wet. But there's still gravy at the bottom)- uses thin bee hoon instead of equal thickness of bee hoonTo my surprise, I quite like this plate of Fried Hokkien Noodle. Despite the fact that it was drier (compared to others) and uses noodles of different thickness. It was well-fried and richly flavoured. The mixture of yellow noodles and thin bee hoon had soaked up the essence of the broth and was just so delectable on its own. The pieces of squid and prawns hidden underneath the mixture of noodles and thin bee hoon were quite good too. The prawns were fresh while the slices of squids were well cooked; soft (not overcooked). Definitely worth the wait, it would have been perfect if it was fried with pork lard.Detailed review: foodiefc.blogspot.sg/201"
"Local Flavor, Food",Ah Hock Fried Hokkien Noodles,-1,"This stall is probably very highly overrated. It is a far cry from its heydays in the 1970s when it was probably one of the best hokkien mee stalls in Singapore. I went back there today after more than 30 years to see if I could savour one of my favourite childhood dishes again. Sadly, I can only rate it slightly above average, certainly not worth waiting more than an hour for. Also quite disappointed that I could not try the cheng tng and satay bee hoon stalls. Wonder if they are still around after so many years."
"Local Flavor, Food",Ah Hock Fried Hokkien Noodles,1,"Of all the hawker food, hokkien mee is by far my favorite and what I miss the most when I am living overseas. (Ok, it is between this and bak chor mee)I like my hokkien mee moist, not too wet. The gravy has to taste of the sweetness of seafood and it has to be soaked into the noodles. And I like to have more bee hoon than yellow noodle.This hits all the spots. I mean all. This and Nam Sing at Old Airport Road are my fav.The only thing I am docking off is that there is always such a long wait. Even at midnight, we had to wait 20min for our plate of hokkien noodles. I guess when it comes to perfection like that, I just have to suck it up and wait."
"Local Flavor, Food",Ah Hock Fried Hokkien Noodles,1,"I really love Hokkien noodles, and i like my noodles slightly moist, but not entirely soaked in gravy. So this place of Hokkien noodles was almost perfect. Also, the seafood used for it was fresh and succulent. This is best paired with a glass of tasty sugar cane juice (which Chomp Chomp is famous for) - to wash the oil down.This award winning stall has throngs of people queueing for it, so it you want to get it quick, I suggest you go during off-peak hours."
"Local Flavor, Food",Ah Hock Fried Hokkien Noodles,-1,"Unlike most fried hokkien mee stalls that use a mix of thick yellow noodles and thick rice vermicelli, Ah Hock substitutes the thick rice vermicelli with its thinner version. Personally, I'd prefer my hokkien mee with thicker noodles. The noodles are also a tad too dry for my liking.Having said that, the taste is still pretty flavorful. Especially after adding in a hint of lime juice. Waiting time can get pretty long and last around 30 mins."
Imported Food,Allauddin's Briyani,1,"This is one of the prime hawker stands on the halal side of Tekka Market.Why do I say this?a) On the entire halal side, only two stands have long lines of patrons waiting to order at the place. One of them is Allauddin's.b) They have a giant set of clippings of prizes they have won from various local newspapers, magazines and other food raters. A few other places have prize clippings but Allauddin has far more than anybody else.So Singaporean food writers like this place.* * *Biryani (here spelled Briyani) is the order of the day.This is the best Biryani I have ever had - bar none.1) Most US or British Biryani is Indian fried rice. Colored rice with chunks of food.This stuff is drenched in a very very highly flavored curry sauce.So the fire blows out the top of your head on the first bite and stays that way.The sauce is great.The meat is great.I got fish, At first I thought there was a mix-up in the ordering because the fish was dark like mutton. One initial bite and four fish bones in my mouth convinced me that yes this was fish.But it was fish that was as dark and rich and tasty as mutton. This is a good thing.Side dishes were a spicy zucchini with a different fire sauce - and a potato curry with a third fire sauce. All three sauces were outstanding.The tamils were taking the three items dumping them all together and eating it as a combo.I kept the components separate on my plate. I would have been happy  either way.* * *Three last tips.a) Biryani comes with an optional hard boiled egg as a garnish. I recommend it to help stabilize the fire.b) The Tamils eat all this stuff with their hands. There are public sinks about five yards away from the stall. You wash your hands first, and then afterwards.Just as well that you know this because there ain't no napkins.Eating with your hands is optional. The Tamils were eating with their hands - dumping all the wet sauce all over the rice to boot - so their plate was maximally messy. Their right hands were soaked in sauce.The Americans and Aussies were eating with forks and spoons, doing our best to be tidy.The Chinese were a mixed bag. The well dressed ones with fancy leather briefcases were eating with forks and spoons. The ones in sandals and cheap clothing were eating with their hands. It is your call how you want to play this one.c) With all this fire - you are going to want a drink. Various vendors from the drink stands will come offering to bring you a drink. Take them up on it.All the drink stands (there are many) are essentially the same and charge the same amount for the same twenty or thirty drinks. Look at a menu for a drink stand - remember the name of a drink that sounds good to you - then order your food from Alauddin's and wait for a drink stand person to come around.You will be happy when he comes with the fire truck.And you will be VERY happy that you chose to set your mouth on fire at Alauddin's."
Imported Food,Allauddin's Briyani,1,"While I am not a Biryani expert by any means, I get the concept. Rice + Meat + some type of gravy = comfort food in any culture. As I was downing this, it actually reminded me of my own reference point for exactly this type of comfort food: Loco Moco in Hawaii (a mound of steamed rice topped with a hamburger patty, dark gravy, and a runny egg). The effect on the eater is similar...total satiety. I sought this place out after seeing it on some internet recommendations and it did not disappoint. Located in the Tekka Center food court area, it is impressive to see that this stall has received many awards for its biryani. It was surrounded by throngs of apparent local experts as they all seemed to be able to eat with their hand while I was looking for cutlery. There also appear to be 2 stalls facing each other both with the same name. Apparently they are popular enough that 2 stalls helps to keep the size of the queue manageable at rush hour. The size of the pot that the rice and meat resides in was staggering and they are no slouches when it comes to portioning out your order. While the chicken and rice were fragrant and tender, it was the bowl of ""gravy"" that was the star of the show. I am calling it ""gravy"" because I am not really sure what the proper term for it is but it tasted of curry and was faintly fragrant of lamb which was quite nice. Spooning it over the rice made the entire plate come together. It also had some heat that snuck up on me after about 10 minutes. It was subtle and I did not notice it at first because the entire place felt like a sauna to begin with but about 10 minutes into eating it, I was pouring sweat off my forehead. One of the workers walking by actually asked me if I was ok which is now kind of comical thinking about it. He probably thought I was having the big one in the middle of the wet market! What was great about it was that I don't think I even noticed it because of the euphoria that seemed to accompany it. You know how you can get a pretty good endorphin release when eating something really spicy? That is exactly how this played out. I was feeling so good that I did not really even notice that my internal organs were spontaneously combusting. Damn that was a good plate of food for $5 SGD. If Indian food is your thing, I highly recommend seeking this place out."
Imported Food,Allauddin's Briyani,1,While strolling through Little India one day we decided to have lunch at the food court and find a random place to eat at. Well I was standing in line at a place for briyani and my husband was roaming for something to drink and discovered this place. I'm so glad he found this place. We shared a chicken briyani and some crackers. YUM the chicken was amazing!!! I couldn't stop eating it and stopped myself because my husband wasn't back from getting our drinks. He thought the chicken was really good too. It came with a side of curry and that good with lots of flavor. They have another stall right across that has other options for meals.
Imported Food,Allauddin's Briyani,1,"I discovered this gem while on a hunt for the best briyani in Little India. It's located within Tekka market's food center. There's actually 2 stalls (located directly across each other), one for the briyani and 1 for everything else. Look out for the white sign boards! You'll see a lot of people eating with their hands here, but there's free plastic cutlery at the table in front of the store for those who'd rather not.For $4, you get a generous serving of briyani (saffron rice) and meat of your choice- fish or chicken. I'd go for the chicken! It was soft, tender and slipped easily off the bone (quite a feat considering that I was using flimsy plastic cutlery to do this). The fish came deboned so it was easy to eat, and was not too dry. It also comes with a small bowl of curry that was flavorful but not spectacular. Still, I had cravings for a week after trying this.Pair it with a teh halia for a truly satisfying meal!"
Imported Food,Allauddin's Briyani,1,"This is where you get the best briyani, hands down!This stall has been around for thirty years and recipes are passed down in the family. The meat falls from the bone at the slightest pressure of the fork. The rice is fragrant, spicy, but they don't score very well with presentation! Rice is scooped onto styrofoam plates, the meat of your choice is placed on top of it and covered with more rice. Achar is ladled onto the rice and a styrofoam bowl of curry is put onto the the plate. That's what customers are served.Instead of metal cutlery, plastic cutlery is provided. I didn't feel like dirtying my hands at one time, so I used those.  The strangers who were sharing the same table as us straight away said to me, ""Use your hands! Eating Indian food with cutlery is like making love to an interpreter"". Oh, okay. I was famished, so that comment didn't stop me from wolfing down my briyani.Told my Indian-Arab grandmum about the incident and she laughed out loud. Evidently, I haven't been properly schooled in Indian etiquette. Aiya, give me face, can? I spend more time with my Chinese grandmum, not her."
Imported Food,Allauddin's Briyani,1,Amazing taste for the foodie. Been here many times during my childhood days. Now back for a visit after many years and I found them again at the same spot. Taste is consistent and feels the same after all these years. Very crowded when I went the line moves fast. Eating with hands was so satisfying and you don't have to worry abt washing them as there are communal wash areas right beside the stall. Rice was soft and fragrant. Meat was tender. I had mutton and...mmm.mmm. will miss it for sure. I pray  they will be around when I come back next.
Modern European,Bacchanalia,1,"Definitely caught by surprise that I thoroughly enjoyed this restaurant, which I was not at all expecting. I thought this would be more of an ""it"" scene type spot with more hype than substance like its next door neighbor...But I was definitely wrong...My date and I had an early reservation and were fortunately seated at one of the tables near the kitchen. I can understand one of the previous Yelper's frustration that the layout of the restaurant is weird and there are only 3 tables that have a view of the kitchen. Nevertheless, my date and I were hungry and were up to try out their full fledged omakase menu so we did and it was definitely one of the best One Star Michelins I've ever tried worldwide. I can't quite give you a course by course breakdown of what I had since each dish was so artfully created with flavors influenced from so many different cultures. I tasted a mix of Indian and French in one course, Thai and Persian in another, it was just beautiful. Even if I could describe what the courses were, they wouldn't do it justice since it is just so abstract. Service was excellent and we even had a nice bottle of Merlot from Slovenia which was a first for us.I highly recommend you check out Bacchanalia for lunch or dinner. Try to request an early seating so hopefully you will have a view of the kitchen."
Modern European,Bacchanalia,1,"Bacchanalia has moved to their new location at Hong Kong Street from their previous location at The Masonic Club and they have definitely outdone themselves in terms of food, restaurant's interior and experience.Though they have a smaller space at Hong Kong Street, the team has done a job well done working around it. With an open concept kitchen (even with a dedicated space where they prepare the dessert), the restaurant is well designed and make one feels intimate; like they are dining with the chefs.The food were very innovative and of course, exquisite. To be honest, I am those who usually skipped on the bread basket, but I was seen asking for more this time. They served the bread with the first starter - Cheesy Polenta. At that moment when I took my first bite of it, I knew my taste buds were in for a treat (and so is my tummy) for the night. It was absolutely amazing. Another dish that left an impression that night is definitely the Carrots 4-Way. Like the bread basket, i'm not a fan of carrots but after having that dish it changed my perception of carrots. They were brilliantly done up and it tastes exceptional! The other dishes were delectable as well - Vegetable Stock Soup, Coconut Risotto, Hierloom Pineapple, etc...).Lastly, the staffs who worked there were friendly and helpful; making sure that everything is in order. Most importantly, they made us feel welcome.All in all, it was a very delightful experience for me. If you've not been, I'll advise to not just take my words for it and go experience it yourself."
Modern European,Bacchanalia,1,Another place that totally deserves the one michelin star. This was another business lunch (3 courses) with the wife. Its a small cute place and hard to miss if you're not paying attention. Great service and great food. Each course was very well explained by the chef or the server. Loved the food and the presentation. Highly recommended.
Modern European,Bacchanalia,1,"We had a wonderful meal at Bacchanalia. The food is top notch, we enjoyed all the courses offered. The staff really made the evening special. They were attentive and friendly, without being pretentious. It is a small restaurant though, and can get crowded. Some of the seats are too close for comfort but they only have one seating per night, and seems to plan accordingly with seating arrangement. Will definitely be back."
Restaurants,Bar-Roque Grill,1,"There are time you step into a place with little, or no, expectations.  All I got was a message from my sister saying that I had to try this place.  They had ""French bak kut teh"".  But order in advance.So I went.  Service is very good and friendly.  The kind of service which is just right, not overbearing, but ever present.  Even for the mundane things, making sure glasses of tap water are topped up, everyone's got a fork, and a knife, and a plate.  Spot on.  Top notch.The chef comes out to greet everybody.  And comes to tell us what this French bak kut teh is all about.  Its obvious he's been in Singapore a while.  He tries to tell us what the real name of the dish is, but we have a hard time understanding.  Its actually a Germanic name, because this restaurant features food (and wines) from the Alsace region.  Its pork and veal ribs slow cooked in a Dutch oven with white wine, and its mm mm mm, oh so good.  The French, he tells us, usually eat it with ""moos tahd"", but just for us (and probably every other Singaporean that comes through his door) he has prepared a small plate of chilly padi and soya sauce, the proper dark type.  Like I say, he's probably lived here a while.Its good, very good.  I finish the whole bowl, and 3 more.Have I mentioned the tomahawk steak yet? We thought a 1.7kg piece between 8 adults and 1 voracious pre-teen, would be a bit of an over-kill.  But I guess its never a problem when its cooked to perfection.  After displaying the cooked product to us, it was taken back to the open kitchen for the sous chef to dissect into tiny tasty morsels.  Oh my, I'm still dreaming of it in my mouth even though its now 3 evening ago I had it."
Restaurants,Bar-Roque Grill,-1,"The waiters in the restaurants were quite friendly, even though at the end we decided that we just wanted a drink so we sat at the patio outside. The waiter outside however seemed quite impatient with us. My friend who visited from abroad for the first time actually asked me if the service in Singapore is sub-par after our waiter left. Regretted that I brought him here."
Restaurants,Bar-Roque Grill,1,"Although I hear the actual restaurant is really good, I usually just sit outside on the patio have some cocktails or wine, and some bites.  It's a good little date place, and super close to my house, so there's that. ;)  The prices are decent, and I've had the sliders (both lamb and beef were really tasty) as well as fries, salads, and calamari.  All good.  Service is decent, and easy to get in and out.  Solid choice for a quick bite, or drink."
Restaurants,Bar-Roque Grill,1,"Living in Singapore, I end up eating more chicken and pork than seafood or beef, and finally there was a night where I wanted to grab a steak but not necessarily pluck down $200 at Cut.  While Bar-Roque isn't a steak house, it does have some nice options at a reasonable price.  As we knew our main would be large, we opted for just a shared salad - grilled octopus.  While the octopus was ok, it was nowhere near the beauty we had Osteria Mozza, although the romesco sauce was a nice touch.  The piece de resistance was a platter of 3 types of beef - short rib, ribeye, and hanger steak.  They were all well-done, and I really appreciated the fact that the medium rare was in fact a true medium rare, as i've been finding that many places tend to overcook a bit here.  Having mini salads was also a nice touch.  So overall, I would say Bar-Roque delivered with a few minor exceptions. First, the rib eye was thin.  I mean I have seen many burgers that are thicker than the rib eye here.  But the fact they cooked it properly was amazing so kudos there.  Second, while blasamic-based dressing was ok, it might be nice to have an option like blue cheese.  Finally, the frites were so so.  Perhaps it is because I had the best frites at sb bistro earlier in the week, but the frites tasted like they were cooked in a less than fresh batch oil.  The place is fairly spacious so I would definitely go with a group, and the platters are a great way to take care of the table.  A nice option on Tanjong Pagar road!"
Restaurants,Bar-Roque Grill,-1,"There are moments of excellence in this restaurant but they're left shallow by uneven food and mediocre service. For the prices, they should be a top-notch experience but it is not. Our appetizers were great, but the meat quality in the mains was just lousy, but very well cooked. The food runner seemed angry at us when our order came out incorrect. When you pay $50USD for a steak, you expect a pretty good experience. While they claim that the food is French, it's the same vaguely continental food you can get other places. The mashed potatoes were watery, the other sides were merely adequate. As a last insult, they only had table-side salt, not just shakers. They may think that freshly ground salt is a good idea, but it is not. We wouldn't need salt if you didn't underseasoned the food..and then when we try and salvage it, they add salt to the would (pun intended) by not having simple salt and pepper shakers.This exemplifies what is wrong with the restaurant. A handful of good ideas ruined by trying too hard to be fancy and elegant. It just comes off as clumsy."
